Item_Name, Price
★ Karambit | Damascus Steel (Battle-Scarred), 824.88
★ StatTrak™ Karambit | Damascus Steel (Factory New), 900.72
★ StatTrak™ Karambit | Damascus Steel (Minimal Wear), 875.94
★ StatTrak™ Karambit | Damascus Steel (Field-Tested), 807.59
★ StatTrak™ Karambit | Damascus Steel (Well-Worn), 773.99
★ StatTrak™ Karambit | Damascus Steel (Battle-Scarred), 0
★ Survival Knife | Safari Mesh (Factory New), 154.36
★ Survival Knife | Safari Mesh (Minimal Wear), 117.10
★ Survival Knife | Safari Mesh (Field-Tested), 119.13
★ Survival Knife | Safari Mesh (Well-Worn), 113.43
★ Survival Knife | Safari Mesh (Battle-Scarred), 109.45
★ StatTrak™ Survival Knife | Safari Mesh (Factory New), 1,009.98
★ StatTrak™ Survival Knife | Safari Mesh (Minimal Wear), 130.04
★ StatTrak™ Survival Knife | Safari Mesh (Field-Tested), 114.58
★ StatTrak™ Survival Knife | Safari Mesh (Well-Worn), 133.33
★ StatTrak™ Survival Knife | Safari Mesh (Battle-Scarred), 136.81
★ Falchion Knife | Lore (Factory New), 242.29
★ Falchion Knife | Lore (Minimal Wear), 203.96
★ Falchion Knife | Lore (Field-Tested), 168.23
★ Falchion Knife | Lore (Well-Worn), 158.72
★ Falchion Knife | Lore (Battle-Scarred), 140.64
★ StatTrak™ Falchion Knife | Lore (Factory New), 286.04
★ StatTrak™ Falchion Knife | Lore (Minimal Wear), 217.58
★ StatTrak™ Falchion Knife | Lore (Field-Tested), 184.70
★ StatTrak™ Falchion Knife | Lore (Well-Worn), 200.00
★ StatTrak™ Falchion Knife | Lore (Battle-Scarred), 246.00
★ Bayonet | Forest DDPAT (Factory New), 355.83
★ Bayonet | Forest DDPAT (Minimal Wear), 210.80
★ Bayonet | Forest DDPAT (Field-Tested), 184.21
★ Bayonet | Forest DDPAT (Well-Worn), 184.21
★ Bayonet | Forest DDPAT (Battle-Scarred), 175.51
★ StatTrak™ Bayonet | Forest DDPAT (Factory New), 0
★ StatTrak™ Bayonet | Forest DDPAT (Minimal Wear), 231.73
★ StatTrak™ Bayonet | Forest DDPAT (Field-Tested), 191.50
★ StatTrak™ Bayonet | Forest DDPAT (Well-Worn), 0
★ StatTrak™ Bayonet | Forest DDPAT (Battle-Scarred), 189.58
★ Classic Knife | Night Stripe (Factory New), 388.07
★ Classic Knife | Night Stripe (Minimal Wear), 151.94
★ Classic Knife | Night Stripe (Field-Tested), 156.65
★ Classic Knife | Night Stripe (Well-Worn), 169.61
★ Classic Knife | Night Stripe (Battle-Scarred), 143.19
★ StatTrak™ Classic Knife | Night Stripe (Factory New), 0
★ StatTrak™ Classic Knife | Night Stripe (Minimal Wear), 164.26
★ StatTrak™ Classic Knife | Night Stripe (Field-Tested), 162.52
★ StatTrak™ Classic Knife | Night Stripe (Well-Worn), 176.51
★ StatTrak™ Classic Knife | Night Stripe (Battle-Scarred), 160.57
★ Karambit | Rust Coat (Well-Worn), 734.47
★ Karambit | Rust Coat (Battle-Scarred), 718.00
★ StatTrak™ Karambit | Rust Coat (Well-Worn), 720.00
★ StatTrak™ Karambit | Rust Coat (Battle-Scarred), 684.37
★ Huntsman Knife | Rust Coat (Well-Worn), 123.78
★ Huntsman Knife | Rust Coat (Battle-Scarred), 121.78
★ StatTrak™ Huntsman Knife | Rust Coat (Well-Worn), 180.00
★ StatTrak™ Huntsman Knife | Rust Coat (Battle-Scarred), 117.63
FAMAS | Valence (Factory New), 6.39
FAMAS | Valence (Minimal Wear), 3.96
FAMAS | Valence (Field-Tested), 2.65
FAMAS | Valence (Well-Worn), 2.73
FAMAS | Valence (Battle-Scarred), 2.58
StatTrak™ FAMAS | Valence (Factory New), 17.41
StatTrak™ FAMAS | Valence (Minimal Wear), 7.51
StatTrak™ FAMAS | Valence (Field-Tested), 3.90
StatTrak™ FAMAS | Valence (Well-Worn), 3.84
StatTrak™ FAMAS | Valence (Battle-Scarred), 4.28
★ Kukri Knife | Boreal Forest (Factory New), 215.93
★ Kukri Knife | Boreal Forest (Minimal Wear), 147.23
★ Kukri Knife | Boreal Forest (Field-Tested), 139.99
★ Kukri Knife | Boreal Forest (Well-Worn), 131.27
★ Kukri Knife | Boreal Forest (Battle-Scarred), 125.19
★ StatTrak™ Kukri Knife | Boreal Forest (Factory New), 285.94
★ StatTrak™ Kukri Knife | Boreal Forest (Minimal Wear), 142.87
★ StatTrak™ Kukri Knife | Boreal Forest (Field-Tested), 131.77
★ StatTrak™ Kukri Knife | Boreal Forest (Well-Worn), 132.09
★ StatTrak™ Kukri Knife | Boreal Forest (Battle-Scarred), 124.74
★ M9 Bayonet | Blue Steel (Factory New), 944.52
★ M9 Bayonet | Blue Steel (Minimal Wear), 818.47
★ M9 Bayonet | Blue Steel (Field-Tested), 744.36
★ M9 Bayonet | Blue Steel (Well-Worn), 745.90
★ M9 Bayonet | Blue Steel (Battle-Scarred), 743.79
★ StatTrak™ M9 Bayonet | Blue Steel (Factory New), 874.42
★ StatTrak™ M9 Bayonet | Blue Steel (Minimal Wear), 746.03
★ StatTrak™ M9 Bayonet | Blue Steel (Field-Tested), 722.75
★ StatTrak™ M9 Bayonet | Blue Steel (Well-Worn), 736.88
★ StatTrak™ M9 Bayonet | Blue Steel (Battle-Scarred), 725.50
AUG | Amber Fade (Factory New), 1.31
AUG | Amber Fade (Minimal Wear), 0.98
AUG | Amber Fade (Field-Tested), 0.85
AUG | Amber Fade (Well-Worn), 3.42
Desert Eagle | Night (Factory New), 66.04
Desert Eagle | Night (Minimal Wear), 15.05
Desert Eagle | Night (Field-Tested), 11.93
Desert Eagle | Night (Well-Worn), 12.54
Desert Eagle | Night (Battle-Scarred), 11.27
MAC-10 | Classic Crate (Factory New), 0.30
MAC-10 | Classic Crate (Minimal Wear), 0.12
MAC-10 | Classic Crate (Field-Tested), 0.12
MAC-10 | Classic Crate (Well-Worn), 0.09
MAC-10 | Classic Crate (Battle-Scarred), 0.09
StatTrak™ MAC-10 | Classic Crate (Factory New), 1.21
StatTrak™ MAC-10 | Classic Crate (Minimal Wear), 0.27
StatTrak™ MAC-10 | Classic Crate (Field-Tested), 0.13
StatTrak™ MAC-10 | Classic Crate (Well-Worn), 0.10
StatTrak™ MAC-10 | Classic Crate (Battle-Scarred), 0.11
★ M9 Bayonet | Tiger Tooth (Factory New), 1,069.50
★ M9 Bayonet | Tiger Tooth (Minimal Wear), 1,054.03
★ StatTrak™ M9 Bayonet | Tiger Tooth (Factory New), 1,037.60
★ StatTrak™ M9 Bayonet | Tiger Tooth (Minimal Wear), 1,107.35
★ M9 Bayonet | Gamma Doppler (Factory New), 1,937.73
★ M9 Bayonet | Gamma Doppler (Minimal Wear), 1,784.88
★ StatTrak™ M9 Bayonet | Gamma Doppler (Factory New), 1,766.06
★ StatTrak™ M9 Bayonet | Gamma Doppler (Minimal Wear), 2,144.48
★ Moto Gloves | Finish Line (Factory New), 765.99
★ Moto Gloves | Finish Line (Minimal Wear), 278.00
★ Moto Gloves | Finish Line (Field-Tested), 154.66
★ Moto Gloves | Finish Line (Well-Worn), 128.62
★ Moto Gloves | Finish Line (Battle-Scarred), 117.89
USP-S | Pathfinder (Factory New), 31.50
USP-S | Pathfinder (Minimal Wear), 30.05
USP-S | Pathfinder (Field-Tested), 27.97
FAMAS | Night Borre (Factory New), 6.84
FAMAS | Night Borre (Minimal Wear), 5.39
FAMAS | Night Borre (Field-Tested), 5.39
FAMAS | Night Borre (Well-Worn), 5.30
FAMAS | Night Borre (Battle-Scarred), 5.37
★ Karambit | Blue Steel (Factory New), 1,245.54
★ Karambit | Blue Steel (Minimal Wear), 1,049.31
★ Karambit | Blue Steel (Field-Tested), 1,019.81
★ Karambit | Blue Steel (Well-Worn), 932.02
★ Karambit | Blue Steel (Battle-Scarred), 915.77
★ StatTrak™ Karambit | Blue Steel (Factory New), 0
★ StatTrak™ Karambit | Blue Steel (Minimal Wear), 1,025.35
★ StatTrak™ Karambit | Blue Steel (Field-Tested), 958.21
★ StatTrak™ Karambit | Blue Steel (Well-Worn), 908.51
★ StatTrak™ Karambit | Blue Steel (Battle-Scarred), 912.49
★ Shadow Daggers | Autotronic (Factory New), 155.36
★ Shadow Daggers | Autotronic (Minimal Wear), 116.94
★ Shadow Daggers | Autotronic (Field-Tested), 110.87
★ Shadow Daggers | Autotronic (Well-Worn), 116.00
★ Shadow Daggers | Autotronic (Battle-Scarred), 104.37
★ StatTrak™ Shadow Daggers | Autotronic (Factory New), 190.00
★ StatTrak™ Shadow Daggers | Autotronic (Minimal Wear), 123.19
★ StatTrak™ Shadow Daggers | Autotronic (Field-Tested), 109.95
★ StatTrak™ Shadow Daggers | Autotronic (Well-Worn), 677.07
★ StatTrak™ Shadow Daggers | Autotronic (Battle-Scarred), 121.37
AWP | CMYK (Factory New), 714.08
AWP | CMYK (Minimal Wear), 390.93
AWP | CMYK (Field-Tested), 241.00
AWP | CMYK (Well-Worn), 201.62
AWP | CMYK (Battle-Scarred), 155.93
AUG | Storm (Factory New), 0.23
AUG | Storm (Minimal Wear), 0.01
AUG | Storm (Field-Tested), 0.01
AUG | Storm (Well-Worn), 0.01
AUG | Storm (Battle-Scarred), 0.01
AUG | Storm (Souvenir Factory New), 450.00
AUG | Storm (Souvenir Minimal Wear), 34.50
AUG | Storm (Souvenir Field-Tested), 17.49
AUG | Storm (Souvenir Well-Worn), 21.13
AUG | Storm (Souvenir Battle-Scarred), 23.23
★ Nomad Knife | Case Hardened (Factory New), 547.55
★ Nomad Knife | Case Hardened (Minimal Wear), 361.11
★ Nomad Knife | Case Hardened (Field-Tested), 303.50
★ Nomad Knife | Case Hardened (Well-Worn), 255.12
★ Nomad Knife | Case Hardened (Battle-Scarred), 238.80
★ StatTrak™ Nomad Knife | Case Hardened (Factory New), 720.00
★ StatTrak™ Nomad Knife | Case Hardened (Minimal Wear), 396.29
★ StatTrak™ Nomad Knife | Case Hardened (Field-Tested), 293.73
★ StatTrak™ Nomad Knife | Case Hardened (Well-Worn), 258.44
★ StatTrak™ Nomad Knife | Case Hardened (Battle-Scarred), 245.13
★ Nomad Knife | Urban Masked (Factory New), 332.76
★ Nomad Knife | Urban Masked (Minimal Wear), 194.37
★ Nomad Knife | Urban Masked (Field-Tested), 159.84
★ Nomad Knife | Urban Masked (Well-Worn), 147.70
★ Nomad Knife | Urban Masked (Battle-Scarred), 140.86
★ StatTrak™ Nomad Knife | Urban Masked (Factory New), 2,064.80
★ StatTrak™ Nomad Knife | Urban Masked (Minimal Wear), 191.64
★ StatTrak™ Nomad Knife | Urban Masked (Field-Tested), 162.30
★ StatTrak™ Nomad Knife | Urban Masked (Well-Worn), 150.07
★ StatTrak™ Nomad Knife | Urban Masked (Battle-Scarred), 150.57
MAC-10 | Strats (Factory New), 0.83
MAC-10 | Strats (Minimal Wear), 0.62
MAC-10 | Strats (Field-Tested), 0.54
MAC-10 | Strats (Well-Worn), 1.02
MAC-10 | Strats (Battle-Scarred), 0.51
MAC-10 | Strats (Souvenir Factory New), 0.14
MAC-10 | Strats (Souvenir Minimal Wear), 0.06
MAC-10 | Strats (Souvenir Field-Tested), 0.03
MAC-10 | Strats (Souvenir Well-Worn), 0.56
MAC-10 | Strats (Souvenir Battle-Scarred), 0.03
M4A1-S | Mecha Industries (Factory New), 107.96
M4A1-S | Mecha Industries (Minimal Wear), 47.33
M4A1-S | Mecha Industries (Field-Tested), 24.99
M4A1-S | Mecha Industries (Well-Worn), 25.73
M4A1-S | Mecha Industries (Battle-Scarred), 21.46
StatTrak™ M4A1-S | Mecha Industries (Factory New), 147.35
StatTrak™ M4A1-S | Mecha Industries (Minimal Wear), 92.04
StatTrak™ M4A1-S | Mecha Industries (Field-Tested), 51.20
StatTrak™ M4A1-S | Mecha Industries (Well-Worn), 59.02
StatTrak™ M4A1-S | Mecha Industries (Battle-Scarred), 54.93
AUG | Amber Slipstream (Factory New), 0.32
AUG | Amber Slipstream (Minimal Wear), 0.21
AUG | Amber Slipstream (Field-Tested), 0.17
AUG | Amber Slipstream (Well-Worn), 0.18
AUG | Amber Slipstream (Battle-Scarred), 0.17
StatTrak™ AUG | Amber Slipstream (Factory New), 0.95
StatTrak™ AUG | Amber Slipstream (Minimal Wear), 0.50
StatTrak™ AUG | Amber Slipstream (Field-Tested), 0.24
StatTrak™ AUG | Amber Slipstream (Well-Worn), 0.27
StatTrak™ AUG | Amber Slipstream (Battle-Scarred), 0.20
AWP | Asiimov (Field-Tested), 129.50
AWP | Asiimov (Well-Worn), 98.44
AWP | Asiimov (Battle-Scarred), 72.55
StatTrak™ AWP | Asiimov (Field-Tested), 229.99
StatTrak™ AWP | Asiimov (Well-Worn), 160.00
StatTrak™ AWP | Asiimov (Battle-Scarred), 123.75
MP9 | Arctic Tri-Tone (Factory New), 11.21
MP9 | Arctic Tri-Tone (Minimal Wear), 6.68
MP9 | Arctic Tri-Tone (Field-Tested), 4.36
MP9 | Arctic Tri-Tone (Well-Worn), 4.33
MP9 | Arctic Tri-Tone (Battle-Scarred), 4.28
AUG | Random Access (Factory New), 3.20
AUG | Random Access (Minimal Wear), 1.54
AUG | Random Access (Field-Tested), 0.83
AUG | Random Access (Well-Worn), 0.73
AUG | Random Access (Battle-Scarred), 0.73
AUG | Random Access (Souvenir Factory New), 5.68
AUG | Random Access (Souvenir Minimal Wear), 2.64
AUG | Random Access (Souvenir Field-Tested), 1.81
AUG | Random Access (Souvenir Well-Worn), 5.36
AUG | Random Access (Souvenir Battle-Scarred), 8.07
★ Bowie Knife | Rust Coat (Well-Worn), 124.03
★ Bowie Knife | Rust Coat (Battle-Scarred), 120.98
★ StatTrak™ Bowie Knife | Rust Coat (Well-Worn), 138.11
★ StatTrak™ Bowie Knife | Rust Coat (Battle-Scarred), 129.76
USP-S | Ticket to Hell (Factory New), 1.59
USP-S | Ticket to Hell (Minimal Wear), 0.75
USP-S | Ticket to Hell (Field-Tested), 0.36
USP-S | Ticket to Hell (Well-Worn), 0.57
USP-S | Ticket to Hell (Battle-Scarred), 0.27
StatTrak™ USP-S | Ticket to Hell (Factory New), 5.47
StatTrak™ USP-S | Ticket to Hell (Minimal Wear), 2.32
StatTrak™ USP-S | Ticket to Hell (Field-Tested), 1.25
StatTrak™ USP-S | Ticket to Hell (Well-Worn), 1.70
StatTrak™ USP-S | Ticket to Hell (Battle-Scarred), 0.95
★ Gut Knife | Fade (Factory New), 202.92
★ Gut Knife | Fade (Minimal Wear), 211.97
★ StatTrak™ Gut Knife | Fade (Factory New), 246.24
★ StatTrak™ Gut Knife | Fade (Minimal Wear), 233.33
FAMAS | Half Sleeve (Factory New), 0.47
FAMAS | Half Sleeve (Minimal Wear), 0.18
FAMAS | Half Sleeve (Field-Tested), 0.14
FAMAS | Half Sleeve (Well-Worn), 0.12
FAMAS | Half Sleeve (Battle-Scarred), 0.12
★ Karambit | Forest DDPAT (Factory New), 1,044.00
★ Karambit | Forest DDPAT (Minimal Wear), 614.29
★ Karambit | Forest DDPAT (Field-Tested), 590.49
★ Karambit | Forest DDPAT (Well-Worn), 554.41
★ Karambit | Forest DDPAT (Battle-Scarred), 562.54
★ StatTrak™ Karambit | Forest DDPAT (Factory New), 0
★ StatTrak™ Karambit | Forest DDPAT (Minimal Wear), 629.68
★ StatTrak™ Karambit | Forest DDPAT (Field-Tested), 565.69
★ StatTrak™ Karambit | Forest DDPAT (Well-Worn), 912.49
★ StatTrak™ Karambit | Forest DDPAT (Battle-Scarred), 750.00
MP9 | Setting Sun (Factory New), 9.55
MP9 | Setting Sun (Minimal Wear), 6.96
MP9 | Setting Sun (Field-Tested), 5.18
MP9 | Setting Sun (Well-Worn), 5.13
MP9 | Setting Sun (Battle-Scarred), 4.50
MP9 | Setting Sun (Souvenir Factory New), 66.61
MP9 | Setting Sun (Souvenir Minimal Wear), 12.91
MP9 | Setting Sun (Souvenir Field-Tested), 6.02
MP9 | Setting Sun (Souvenir Well-Worn), 3.70
MP9 | Setting Sun (Souvenir Battle-Scarred), 3.44
Desert Eagle | Bronze Deco (Factory New), 0.31
Desert Eagle | Bronze Deco (Minimal Wear), 0.17
Desert Eagle | Bronze Deco (Field-Tested), 0.10
Desert Eagle | Bronze Deco (Well-Worn), 0.11
Desert Eagle | Bronze Deco (Battle-Scarred), 0.29
StatTrak™ Desert Eagle | Bronze Deco (Factory New), 1.46
StatTrak™ Desert Eagle | Bronze Deco (Minimal Wear), 0.85
StatTrak™ Desert Eagle | Bronze Deco (Field-Tested), 0.47
StatTrak™ Desert Eagle | Bronze Deco (Well-Worn), 0.65
StatTrak™ Desert Eagle | Bronze Deco (Battle-Scarred), 2.25
★ Butterfly Knife | Gamma Doppler (Factory New), 2,920.55
★ Butterfly Knife | Gamma Doppler (Minimal Wear), 2,813.72
★ StatTrak™ Butterfly Knife | Gamma Doppler (Factory New), 2,755.55
★ StatTrak™ Butterfly Knife | Gamma Doppler (Minimal Wear), 2,859.31
★ Butterfly Knife | Marble Fade (Factory New), 2,144.67
★ Butterfly Knife | Marble Fade (Minimal Wear), 2,092.74
★ StatTrak™ Butterfly Knife | Marble Fade (Factory New), 2,091.64
★ StatTrak™ Butterfly Knife | Marble Fade (Minimal Wear), 2,060.16
★ Falchion Knife | Crimson Web (Factory New), 750.00
★ Falchion Knife | Crimson Web (Minimal Wear), 220.38
★ Falchion Knife | Crimson Web (Field-Tested), 161.86
★ Falchion Knife | Crimson Web (Well-Worn), 185.64
★ Falchion Knife | Crimson Web (Battle-Scarred), 140.99
★ StatTrak™ Falchion Knife | Crimson Web (Factory New), 6,000.00
★ StatTrak™ Falchion Knife | Crimson Web (Minimal Wear), 255.34
★ StatTrak™ Falchion Knife | Crimson Web (Field-Tested), 185.93
★ StatTrak™ Falchion Knife | Crimson Web (Well-Worn), 287.50
★ StatTrak™ Falchion Knife | Crimson Web (Battle-Scarred), 191.11
★ Ursus Knife | Blue Steel (Factory New), 228.13
★ Ursus Knife | Blue Steel (Minimal Wear), 172.20
★ Ursus Knife | Blue Steel (Field-Tested), 162.60
★ Ursus Knife | Blue Steel (Well-Worn), 143.70
★ Ursus Knife | Blue Steel (Battle-Scarred), 145.10
★ StatTrak™ Ursus Knife | Blue Steel (Factory New), 246.39
★ StatTrak™ Ursus Knife | Blue Steel (Minimal Wear), 187.49
★ StatTrak™ Ursus Knife | Blue Steel (Field-Tested), 189.90
★ StatTrak™ Ursus Knife | Blue Steel (Well-Worn), 166.15
★ StatTrak™ Ursus Knife | Blue Steel (Battle-Scarred), 232.29
★ Gut Knife | Bright Water (Factory New), 122.40
★ Gut Knife | Bright Water (Minimal Wear), 116.46
★ Gut Knife | Bright Water (Field-Tested), 118.21
★ Gut Knife | Bright Water (Well-Worn), 98.08
★ Gut Knife | Bright Water (Battle-Scarred), 110.33
★ StatTrak™ Gut Knife | Bright Water (Factory New), 125.60
★ StatTrak™ Gut Knife | Bright Water (Minimal Wear), 118.86
★ StatTrak™ Gut Knife | Bright Water (Field-Tested), 114.84
★ StatTrak™ Gut Knife | Bright Water (Well-Worn), 147.45
★ StatTrak™ Gut Knife | Bright Water (Battle-Scarred), 164.12
MP9 | Orange Peel (Factory New), 0.37
MP9 | Orange Peel (Minimal Wear), 0.06
MP9 | Orange Peel (Field-Tested), 0.04
MP9 | Orange Peel (Well-Worn), 0.04
MP9 | Orange Peel (Battle-Scarred), 0.04
MP9 | Orange Peel (Souvenir Factory New), 0
MP9 | Orange Peel (Souvenir Minimal Wear), 47.00
MP9 | Orange Peel (Souvenir Field-Tested), 40.56
MP9 | Orange Peel (Souvenir Well-Worn), 87.72
MP9 | Orange Peel (Souvenir Battle-Scarred), 49.48
★ Hand Wraps | Badlands (Factory New), 663.90
★ Hand Wraps | Badlands (Minimal Wear), 199.54
★ Hand Wraps | Badlands (Field-Tested), 131.95
★ Hand Wraps | Badlands (Well-Worn), 109.94
★ Hand Wraps | Badlands (Battle-Scarred), 109.14
MAC-10 | Calf Skin (Factory New), 0.12
MAC-10 | Calf Skin (Minimal Wear), 0.06
MAC-10 | Calf Skin (Field-Tested), 0.03
MAC-10 | Calf Skin (Well-Worn), 0.04
MAC-10 | Calf Skin (Battle-Scarred), 0.03
MAC-10 | Calf Skin (Souvenir Factory New), 3.71
MAC-10 | Calf Skin (Souvenir Minimal Wear), 0.61
MAC-10 | Calf Skin (Souvenir Field-Tested), 0.15
MAC-10 | Calf Skin (Souvenir Well-Worn), 0.07
MAC-10 | Calf Skin (Souvenir Battle-Scarred), 0.07
AUG | Radiation Hazard (Factory New), 2.07
AUG | Radiation Hazard (Minimal Wear), 1.90
AUG | Radiation Hazard (Field-Tested), 1.76
AUG | Radiation Hazard (Well-Worn), 1.89
AUG | Radiation Hazard (Battle-Scarred), 1.72
AUG | Radiation Hazard (Souvenir Factory New), 3.89
AUG | Radiation Hazard (Souvenir Minimal Wear), 2.19
AUG | Radiation Hazard (Souvenir Field-Tested), 1.30
AUG | Radiation Hazard (Souvenir Well-Worn), 1.63
AUG | Radiation Hazard (Souvenir Battle-Scarred), 4.01
MAC-10 | Tornado (Factory New), 43.18
MAC-10 | Tornado (Minimal Wear), 4.44
MAC-10 | Tornado (Field-Tested), 1.77
MAC-10 | Tornado (Well-Worn), 2.26
MAC-10 | Tornado (Battle-Scarred), 2.30
★ Shadow Daggers | Black Laminate (Factory New), 112.24
★ Shadow Daggers | Black Laminate (Minimal Wear), 100.39
★ Shadow Daggers | Black Laminate (Field-Tested), 96.03
★ Shadow Daggers | Black Laminate (Well-Worn), 92.80
★ Shadow Daggers | Black Laminate (Battle-Scarred), 93.55
★ StatTrak™ Shadow Daggers | Black Laminate (Factory New), 273.77
★ StatTrak™ Shadow Daggers | Black Laminate (Minimal Wear), 99.92
★ StatTrak™ Shadow Daggers | Black Laminate (Field-Tested), 97.19
★ StatTrak™ Shadow Daggers | Black Laminate (Well-Worn), 93.99
★ StatTrak™ Shadow Daggers | Black Laminate (Battle-Scarred), 155.55
AK-47 | Black Laminate (Factory New), 127.85
AK-47 | Black Laminate (Minimal Wear), 32.83
AK-47 | Black Laminate (Field-Tested), 30.16
AK-47 | Black Laminate (Well-Worn), 31.08
AK-47 | Black Laminate (Battle-Scarred), 32.00
AK-47 | Black Laminate (Souvenir Factory New), 588.61
AK-47 | Black Laminate (Souvenir Minimal Wear), 42.56
AK-47 | Black Laminate (Souvenir Field-Tested), 26.10
AK-47 | Black Laminate (Souvenir Well-Worn), 30.11
AK-47 | Black Laminate (Souvenir Battle-Scarred), 36.21
★ Kukri Knife | Vanilla (Normal), 345.00
★ StatTrak™ Kukri Knife | Vanilla (StatTrak), 336.36
★ Huntsman Knife | Marble Fade (Factory New), 314.15
★ Huntsman Knife | Marble Fade (Minimal Wear), 324.27
★ StatTrak™ Huntsman Knife | Marble Fade (Factory New), 353.68
★ StatTrak™ Huntsman Knife | Marble Fade (Minimal Wear), 714.81
★ Falchion Knife | Boreal Forest (Factory New), 164.12
★ Falchion Knife | Boreal Forest (Minimal Wear), 124.15
★ Falchion Knife | Boreal Forest (Field-Tested), 120.82
★ Falchion Knife | Boreal Forest (Well-Worn), 127.55
★ Falchion Knife | Boreal Forest (Battle-Scarred), 118.94
★ StatTrak™ Falchion Knife | Boreal Forest (Factory New), 0
★ StatTrak™ Falchion Knife | Boreal Forest (Minimal Wear), 145.62
★ StatTrak™ Falchion Knife | Boreal Forest (Field-Tested), 132.24
★ StatTrak™ Falchion Knife | Boreal Forest (Well-Worn), 150.00
★ StatTrak™ Falchion Knife | Boreal Forest (Battle-Scarred), 124.00
★ Classic Knife | Scorched (Factory New), 225.86
★ Classic Knife | Scorched (Minimal Wear), 137.50
★ Classic Knife | Scorched (Field-Tested), 135.51
★ Classic Knife | Scorched (Well-Worn), 139.85
★ Classic Knife | Scorched (Battle-Scarred), 126.91
★ StatTrak™ Classic Knife | Scorched (Factory New), 779.00
★ StatTrak™ Classic Knife | Scorched (Minimal Wear), 136.49
★ StatTrak™ Classic Knife | Scorched (Field-Tested), 136.00
★ StatTrak™ Classic Knife | Scorched (Well-Worn), 162.62
★ StatTrak™ Classic Knife | Scorched (Battle-Scarred), 124.00
★ Talon Knife | Rust Coat (Well-Worn), 369.32
★ Talon Knife | Rust Coat (Battle-Scarred), 355.46
★ StatTrak™ Talon Knife | Rust Coat (Well-Worn), 383.29
★ StatTrak™ Talon Knife | Rust Coat (Battle-Scarred), 360.70
★ Navaja Knife | Forest DDPAT (Factory New), 123.19
★ Navaja Knife | Forest DDPAT (Minimal Wear), 99.13
★ Navaja Knife | Forest DDPAT (Field-Tested), 91.00
★ Navaja Knife | Forest DDPAT (Well-Worn), 91.16
★ Navaja Knife | Forest DDPAT (Battle-Scarred), 89.66
★ StatTrak™ Navaja Knife | Forest DDPAT (Factory New), 649.00
★ StatTrak™ Navaja Knife | Forest DDPAT (Minimal Wear), 95.82
★ StatTrak™ Navaja Knife | Forest DDPAT (Field-Tested), 91.09
★ StatTrak™ Navaja Knife | Forest DDPAT (Well-Worn), 93.08
★ StatTrak™ Navaja Knife | Forest DDPAT (Battle-Scarred), 94.17
★ Flip Knife | Blue Steel (Factory New), 310.77
★ Flip Knife | Blue Steel (Minimal Wear), 244.45
★ Flip Knife | Blue Steel (Field-Tested), 224.99
★ Flip Knife | Blue Steel (Well-Worn), 218.99
★ Flip Knife | Blue Steel (Battle-Scarred), 215.59
★ StatTrak™ Flip Knife | Blue Steel (Factory New), 321.00
★ StatTrak™ Flip Knife | Blue Steel (Minimal Wear), 246.39
★ StatTrak™ Flip Knife | Blue Steel (Field-Tested), 227.23
★ StatTrak™ Flip Knife | Blue Steel (Well-Worn), 218.88
★ StatTrak™ Flip Knife | Blue Steel (Battle-Scarred), 213.33
AWP | BOOM (Factory New), 314.99
AWP | BOOM (Minimal Wear), 125.62
AWP | BOOM (Field-Tested), 120.28
StatTrak™ AWP | BOOM (Factory New), 511.35
StatTrak™ AWP | BOOM (Minimal Wear), 200.76
StatTrak™ AWP | BOOM (Field-Tested), 159.55
M4A1-S | Blue Phosphor (Factory New), 538.72
M4A1-S | Blue Phosphor (Minimal Wear), 557.15
M4A1-S | Nitro (Factory New), 3.46
M4A1-S | Nitro (Minimal Wear), 1.01
M4A1-S | Nitro (Field-Tested), 0.30
M4A1-S | Nitro (Well-Worn), 0.40
M4A1-S | Nitro (Battle-Scarred), 0.21
M4A1-S | Nitro (Souvenir Factory New), 100,000
M4A1-S | Nitro (Souvenir Minimal Wear), 750.14
M4A1-S | Nitro (Souvenir Field-Tested), 273.77
M4A1-S | Nitro (Souvenir Well-Worn), 0
M4A1-S | Nitro (Souvenir Battle-Scarred), 0
★ Shadow Daggers | Gamma Doppler (Factory New), 176.86
★ Shadow Daggers | Gamma Doppler (Minimal Wear), 178.40
★ StatTrak™ Shadow Daggers | Gamma Doppler (Factory New), 191.64
★ StatTrak™ Shadow Daggers | Gamma Doppler (Minimal Wear), 232.57
★ Nomad Knife | Scorched (Factory New), 249.79
★ Nomad Knife | Scorched (Minimal Wear), 176.34
★ Nomad Knife | Scorched (Field-Tested), 154.10
★ Nomad Knife | Scorched (Well-Worn), 144.38
★ Nomad Knife | Scorched (Battle-Scarred), 138.67
★ StatTrak™ Nomad Knife | Scorched (Factory New), 0
★ StatTrak™ Nomad Knife | Scorched (Minimal Wear), 175.51
★ StatTrak™ Nomad Knife | Scorched (Field-Tested), 155.00
★ StatTrak™ Nomad Knife | Scorched (Well-Worn), 147.83
★ StatTrak™ Nomad Knife | Scorched (Battle-Scarred), 126.00
MAC-10 | Last Dive (Factory New), 2.55
MAC-10 | Last Dive (Minimal Wear), 1.47
MAC-10 | Last Dive (Field-Tested), 1.15
MAC-10 | Last Dive (Well-Worn), 1.26
MAC-10 | Last Dive (Battle-Scarred), 1.07
